city,badge,vehicle,access,obs_access,obs_mobility,obs_parking,lat,lng
Madrid - Distrito Centro,B,camión >3500 kg (servicios),PROHIBIDO,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo.EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales, con permiso previo gestionado y justificando que no se puede prestar el servicio con otro vehículo.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,B,autobús >3500 kg (servicios),PROHIBIDO,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo.EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales, con permiso previo gestionado y justificando que no se puede prestar el servicio con otro vehículo.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,C,turismo,CONDICIONADO,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: APARCAMIENTO / DESTINO: Si se estaciona e un parking público o dispone de plaza de garaje particular o garaje municipal para residentes.SERVICIOS: Los VTC con servicio previamenete aceptado y destino dentro del Distrito Centro. Empresas/autónomos con local/oficina dentro de Distrito Centro. AUTORIZACIÓN / REGISTRO: Personas empadronadas en Palacio, Embajadores, Cortes, Justicia, Universidad, Sol. Invitación de empresas/autónomos con local/oficina dentro de Distrito Centro o residentes de Distrito Centro. Si el vehículo se usa para transportar a una persona titular de TEPMR.OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,C,motocicleta,CONDICIONADO,"HORARIO: Libre de 7:00 a 22:00 Fuera del horario se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: APARCAMIENTO / DESTINO: Si se estaciona e un parking público o dispone de plaza de garaje particular o garaje municipal para residentes. AUTORIZACIÓN / REGISTRO: Personas empadronadas en Palacio, Embajadores, Cortes, Justicia, Universidad, Sol. Invitación residentes de Distrito Centro. Si el vehículo se usa para transportar a una persona titular de TEPMR.OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,C,furgoneta,CONDICIONADO,"HORARIO: Libre de 7:00 a 15:00. Con permiso y alta (SGDC) para operativa municipal de 23:00 a 7:00. Para abastecimiento de 5:00 a 7:00. Reparto de prensa de 0:00 a 7:00. Para entrega de medicamentos 24hFuera del horario se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones:SERVICIOS: Con permiso previo para realizar servicos de distribución, mantenieminto, entrega y otros.AUTORIZACIÓN / REGISTRO: Si poseen permiso IAE de actividad económica. Si el vehículo se usa para transportar a una persona titular de TEPMR.OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,C,camión (servicios),CONDICIONADO,"HORARIO: Libre de 7:00 a 15:00. Con permiso y alta (SGDC) para operativa municipal de 23:00 a 7:00. Para abastecimiento de 5:00 a 7:00. Reparto de prensa de 0:00 a 7:00. Para entrega de medicamentos 24hFuera del horario se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones:SERVICIOS: Con permiso previo para realizar servicos de distribución, mantenieminto, entrega y otros.AUTORIZACIÓN / REGISTRO: Si poseen permiso IAE de actividad económica. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,C,autobús (servicios),CONDICIONADO,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: Transporte colectivo vinculado a un servicio concreto y autorizado en el interior de Distrito Centro (escolar, institucional, hotelero, eventos, lanzaderas autorizadas, etc.)AUTORIZACIÓN / REGISTRO: Si poseen permiso de oficio municipal. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,C,furgoneta >3500 kg,CONDICIONADO,"HORARIO: Libre de 7:00 a 15:00. Fuera del horario se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones:SERVICIOS: Con permiso previo para realizar servicos de suministro que justifiquen el uso de vehículo pesado.AUTORIZACIÓN / REGISTRO: Si el vehículo se usa para transportar a una persona titular de TEPMR.OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,C,camión >3500 kg (servicios),CONDICIONADO,"HORARIO: Libre de 7:00 a 15:00. Con permiso y alta (SGDC) para operativa municipal de 23:00 a 7:00. Para abastecimiento de 5:00 a 7:00. Reparto de prensa de 0:00 a 7:00. Para entrega de medicamentos 24hFuera del horario se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones:SERVICIOS: Con permiso previo para realizar servicos de distribución, mantenieminto, entrega y otros.AUTORIZACIÓN / REGISTRO: Si poseen permiso de oficio municipal para vehículos pesados. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,C,autobús >3500 kg (servicios),CONDICIONADO,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: Transporte colectivo vinculado a un servicio concreto y autorizado en el interior de Distrito Centro (escolar, institucional, hotelero, eventos, lanzaderas autorizadas, etc.)AUTORIZACIÓN / REGISTRO: Si poseen permiso de oficio obligatorio del Ayuntamiento. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,ECO,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.43026,'-3.7137957
Madrid - Distrito Centro,ECO,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.43026,'-3.7137957
Madrid - Distrito Centro,ECO,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.43026,'-3.7137957
Madrid - Distrito Centro,ECO,camión (servicios),CONDICIONADO,"HORARIO: Libre de 7:00 a 21:00. Para permisos específicos nocturnos de 23:00 a 7:00.Fuera del horario se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones:SERVICIOS: Con permiso previo para realizar servicos de distribución, mantenieminto, entrega y otros.AUTORIZACIÓN / REGISTRO: Si poseen permiso IAE de actividad económica. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,ECO,autobús (servicios),CONDICIONADO,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: Transporte colectivo vinculado a un servicio concreto y autorizado en el interior de Distrito Centro (escolar, institucional, hotelero, eventos, lanzaderas autorizadas, etc.)AUTORIZACIÓN / REGISTRO: Si poseen permiso de oficio municipal. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,ECO,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.43026,'-3.7137957
Madrid - Distrito Centro,ECO,camión >3500 kg (servicios),CONDICIONADO,"HORARIO: Libre de 7:00 a 21:00. Para permisos específicos nocturnos de 23:00 a 7:00.Fuera del horario se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones:SERVICIOS: Con permiso previo para realizar servicos de distribución, mantenieminto, entrega y otros.AUTORIZACIÓN / REGISTRO: Si poseen permiso de oficio municipal para vehículos pesados. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,ECO,autobús >3500 kg (servicios),CONDICIONADO,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: Transporte colectivo vinculado a un servicio concreto y autorizado en el interior de Distrito Centro (escolar, institucional, hotelero, eventos, lanzaderas autorizadas, etc.)AUTORIZACIÓN / REGISTRO: Si poseen permiso de oficio obligatorio del Ayuntamiento. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,0,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.43026,'-3.7137957
Madrid - Distrito Centro,0,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.43026,'-3.7137957
Madrid - Distrito Centro,0,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.43026,'-3.7137957
Madrid - Distrito Centro,0,camión (servicios),CONDICIONADO,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: Con permiso previo para realizar servicos de distribución, mantenieminto, entrega y otros.AUTORIZACIÓN / REGISTRO: Si poseen permiso IAE de actividad económica. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,0,autobús (servicios),CONDICIONADO,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: Transporte colectivo vinculado a un servicio concreto y autorizado en el interior de Distrito Centro (escolar, institucional, hotelero, eventos, lanzaderas autorizadas, etc.)AUTORIZACIÓN / REGISTRO: Si poseen permiso de oficio municipal. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,0,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.43026,'-3.7137957
Madrid - Distrito Centro,0,camión >3500 kg (servicios),CONDICIONADO,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: Con permiso previo para realizar servicos de distribución, mantenieminto, entrega y otros.AUTORIZACIÓN / REGISTRO: Si poseen permiso de oficio municipal para vehículos pesados. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Distrito Centro,0,autobús >3500 kg (servicios),CONDICIONADO,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: Transporte colectivo vinculado a un servicio concreto y autorizado en el interior de Distrito Centro (escolar, institucional, hotelero, eventos, lanzaderas autorizadas, etc.)AUTORIZACIÓN / REGISTRO: Si poseen permiso de oficio obligatorio del Ayuntamiento. OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.43026,'-3.7137957
Madrid - Plaza Elíptica,SIN ETIQUETA,turismo,PROHIBIDO,"EXCEP RESIDENTES: Personas empadronadas en Abrantes, Opañel, Comillas, Moscardó y Zofío; con permiso de oficio y documentación (acceder principalmente por vías excluídas de la ZBE Madrid: M-40 o M-30 con enlace A-42)EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales (AA.PP y contratistas) con permiso previo gestionado y justificando que no se puede prestar el servicio con otro vehículo. Empresa o autónomo con local/oficina/mercadillo dentro de Plaza Elíptica (solo 1 vehículo con cmabio e veces al mes).OTRAS EXCEP: Dejar/recoger alumnado (infantil, primaria y secundaria) en días lectivos de 7:00 a 20:00 con solicitud previa. Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,SIN ETIQUETA,motocicleta,PROHIBIDO,"EXCEP RESIDENTES: Personas empadronadas en Abrantes, Opañel, Comillas, Moscardó y Zofío; con permiso de oficio y documentación.EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Dejar/recoger alumnado (infantil, primaria y secundaria) en días lectivos de 7:00 a 20:00 con solicitud previa. Permisos extraordinarios por resolución.",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,SIN ETIQUETA,furgoneta,PROHIBIDO,"EXCEP RESIDENTES: Personas empadronadas en Abrantes, Opañel, Comillas, Moscardó y Zofío; con permiso de oficio y documentación.EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Dejar/recoger alumnado (infantil, primaria y secundaria) en días lectivos de 7:00 a 20:00 con solicitud previa. Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,SIN ETIQUETA,camión (servicios),PROHIBIDO,"EXCEP RESIDENTES: Personas empadronadas en Abrantes, Opañel, Comillas, Moscardó y Zofío; con permiso de oficio y documentación.EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,SIN ETIQUETA,autobús (servicios),PROHIBIDO,"EXCEP RESIDENTES: Personas empadronadas en Abrantes, Opañel, Comillas, Moscardó y Zofío; con permiso de oficio y documentación.EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,SIN ETIQUETA,furgoneta >3500 kg,PROHIBIDO,"EXCEP RESIDENTES: Personas empadronadas en Abrantes, Opañel, Comillas, Moscardó y Zofío; con permiso de oficio y documentación.EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Dejar/recoger alumnado (infantil, primaria y secundaria) en días lectivos de 7:00 a 20:00 con solicitud previa. Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,SIN ETIQUETA,camión >3500 kg (servicios),PROHIBIDO,"EXCEP RESIDENTES: Personas empadronadas en Abrantes, Opañel, Comillas, Moscardó y Zofío; con permiso de oficio y documentación.EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,SIN ETIQUETA,autobús >3500 kg (servicios),PROHIBIDO,"EXCEP RESIDENTES: Personas empadronadas en Abrantes, Opañel, Comillas, Moscardó y Zofío; con permiso de oficio y documentación.EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,B,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,B,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,B,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,B,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,B,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,B,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,B,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,B,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,C,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,C,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,C,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,C,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,C,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,C,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,C,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,C,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,ECO,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,ECO,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,ECO,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,ECO,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,ECO,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,ECO,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,ECO,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,ECO,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,0,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,0,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,0,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,0,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,0,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,0,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,0,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid - Plaza Elíptica,0,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.39009,'-3.7121038
Madrid,SIN ETIQUETA,turismo,PROHIBIDO,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales (AA.PP y contratistas) con permiso previo gestionado.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.64328,'-3.6556928
Madrid,SIN ETIQUETA,motocicleta,PROHIBIDO,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.64328,'-3.6556928
