city,badge,vehicle,access,obs_access,obs_mobility,obs_parking,lat,lng
Valladolid,ECO,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,ECO,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,ECO,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,ECO,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,0,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,0,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,0,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,0,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,0,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,0,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,0,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,0,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Vigo,SIN ETIQUETA,turismo,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,SIN ETIQUETA,motocicleta,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,SIN ETIQUETA,furgoneta,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,SIN ETIQUETA,camión (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,SIN ETIQUETA,autobús (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,SIN ETIQUETA,furgoneta >3500 kg,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,SIN ETIQUETA,camión >3500 kg (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,SIN ETIQUETA,autobús >3500 kg (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,B,turismo,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,B,motocicleta,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,B,furgoneta,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,B,camión (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,B,autobús (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,B,furgoneta >3500 kg,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,B,camión >3500 kg (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,B,autobús >3500 kg (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,C,turismo,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,C,motocicleta,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,C,furgoneta,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,C,camión (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,C,autobús (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,C,furgoneta >3500 kg,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,C,camión >3500 kg (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,C,autobús >3500 kg (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,ECO,turismo,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,ECO,motocicleta,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,ECO,furgoneta,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,ECO,camión (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,ECO,autobús (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,ECO,furgoneta >3500 kg,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,ECO,camión >3500 kg (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,ECO,autobús >3500 kg (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,0,turismo,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,0,motocicleta,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,0,furgoneta,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,0,camión (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,0,autobús (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,0,furgoneta >3500 kg,LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,0,camión >3500 kg (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vigo,0,autobús >3500 kg (servicios),LIBRE,La Zona de Bajas Emisiones se encuentra en proceso de implantación.,,,,
Vitoria-Gasteiz,SIN ETIQUETA,turismo,PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,42.85308,'-2.6731813
Vitoria-Gasteiz,SIN ETIQUETA,motocicleta,PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,42.85308,'-2.6731813
Vitoria-Gasteiz,SIN ETIQUETA,furgoneta,PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,42.85308,'-2.6731813
Vitoria-Gasteiz,SIN ETIQUETA,camión (servicios),PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,42.85308,'-2.6731813
Vitoria-Gasteiz,SIN ETIQUETA,autobús (servicios),PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,42.85308,'-2.6731813
Vitoria-Gasteiz,SIN ETIQUETA,furgoneta >3500 kg,PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,42.85308,'-2.6731813
Vitoria-Gasteiz,SIN ETIQUETA,camión >3500 kg (servicios),PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,42.85308,'-2.6731813
Vitoria-Gasteiz,SIN ETIQUETA,autobús >3500 kg (servicios),PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,42.85308,'-2.6731813
Vitoria-Gasteiz,B,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,B,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,B,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,B,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,B,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,B,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,B,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,B,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,C,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,C,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,C,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,C,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,C,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,C,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,C,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,C,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,ECO,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,ECO,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,ECO,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,ECO,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,ECO,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,ECO,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,ECO,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,ECO,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,0,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,0,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,0,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
Vitoria-Gasteiz,0,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,42.85308,'-2.6731813
